Name,Storage_details,Screen_size,Camera_details,Battery_details,Processor,Price in Rupees
"Samsung Tizen Z3 (Black, 8 GB)",1 GB RAM | 8 GB ROM | Expandable Upto 128 GB,12.7 cm (5 inch) HD Display,8MP Rear Camera | 5MP Front Camera,2600 mAh Li-Ion Battery,1 Year Manufacturer Warranty,"4,999"
"Samsung Z3 (Black, 8 GB)",1 GB RAM | 8 GB ROM | Expandable Upto 128 GB,12.7 cm (5 inch) HD Display,8MP Rear Camera | 5MP Front Camera,2600 mAh Battery,1.3 GHZ Quad-Core Processor,"4,999"
"Samsung Tizen Z3 (Gold, 8 GB)",1 GB RAM | 8 GB ROM | Expandable Upto 128 GB,12.7 cm (5 inch) HD Display,8MP Rear Camera | 5MP Front Camera,2600 mAh Li-Ion Battery,1 Year Manufacturer Warranty,"4,990"
"Samsung Galaxy On5 (Gold, 8 GB)",1.5 GB RAM | 8 GB ROM | Expandable Upto 128 GB,12.7 cm (5 inch) HD Display,8MP Rear Camera | 5MP Front Camera,2600 mAh Li-Ion Battery,Exynos 3475 Quad Core 1.3GHz Processor,"6,990"
"Samsung Galaxy On7 (Gold, 8 GB)",1.5 GB RAM | 8 GB ROM | Expandable Upto 128 GB,13.97 cm (5.5 inch) HD Display,13MP Rear Camera | 5MP Front Camera,3000 mAh Li-Ion Battery,Qualcomm Snapdragon 410 Quad Core 1.2GHz Processor,"6,999"
"Samsung Galaxy On5 (Black, 8 GB)",1.5 GB RAM | 8 GB ROM | Expandable Upto 128 GB,12.7 cm (5 inch) HD Display,8MP Rear Camera | 5MP Front Camera,2600 mAh Li-Ion Battery,Exynos 3475 Quad Core 1.3GHz Processor,"6,990"
"Samsung Galaxy Note 5 (Silver Titanium, 32 GB)",4 GB RAM | 32 GB ROM |,14.48 cm (5.7 inch) Quad HD Display,16MP Rear Camera | 5MP Front Camera,3000 mAh Battery,Octa-Core 2.1 GHZ Processor,"38,900"
"Samsung Galaxy J1 Ace (Blue, 4 GB)",512 MB RAM | 4 GB ROM | Expandable Upto 128 GB,10.92 cm (4.3 inch) WVGA Display,5MP Rear Camera | 2MP Front Camera,1800 mAh Li-Ion Battery,Brand Warranty of 1 Year,"6,200"
"Realme 5s (Crystal Blue, 128 GB)",4 GB RAM | 128 GB ROM | Expandable Upto 256 GB,16.51 cm (6.5 inch) HD+ Display,48MP + 8MP + 2MP + 2MP | 13MP Front Camera,5000 mAh Battery,Qualcomm Snapdragon 665 Processor,"10,999"
"Realme X2 Pro (Lunar White, 256 GB)",12 GB RAM | 256 GB ROM |,16.51 cm (6.5 inch) Full HD+ Display,64MP + 13MP + 8MP + 2MP | 16MP Front Camera,4000 mAh Battery,Qualcomm Snapdragon 855 Plus Processor,"33,999"
"Realme X2 Pro (Neptune Blue, 256 GB)",12 GB RAM | 256 GB ROM |,16.51 cm (6.5 inch) Full HD+ Display,64MP + 13MP + 8MP + 2MP | 16MP Front Camera,4000 mAh Battery,Qualcomm Snapdragon 855 Plus Processor,"33,999"
"Realme X2 Pro (Neptune Blue, 128 GB)",8 GB RAM | 128 GB ROM |,16.51 cm (6.5 inch) Full HD+ Display,64MP + 13MP + 8MP + 2MP | 16MP Front Camera,4000 mAh Battery,Qualcomm Snapdragon 855 Plus Processor,"29,999"
"Realme X2 Pro (Lunar White, 128 GB)",8 GB RAM | 128 GB ROM |,16.51 cm (6.5 inch) Full HD+ Display,64MP + 13MP + 8MP + 2MP | 16MP Front Camera,4000 mAh Battery,Qualcomm Snapdragon 855 Plus Processor,"29,999"
"Realme C2 (Diamond Sapphire, 32 GB)",3 GB RAM | 32 GB ROM | Expandable Upto 256 GB,15.49 cm (6.1 inch) HD+ Display,13MP + 2MP | 5MP Front Camera,4000 mAh Battery,MediaTek P22 Octa Core 2.0 GHz Processor,"6,999"
"Realme C2 (Diamond Ruby, 32 GB)",3 GB RAM | 32 GB ROM | Expandable Upto 256 GB,15.49 cm (6.1 inch) HD+ Display,13MP + 2MP | 5MP Front Camera,4000 mAh Battery,MediaTek P22 Octa Core 2.0 GHz Processor,"6,999"
"Realme XT (Pearl Blue, 64 GB)",6 GB RAM | 64 GB ROM | Expandable Upto 256 GB,16.26 cm (6.4 inch) Display,64MP + 8MP + 2MP + 2MP Quad Camera | 16MP Front Camera,4000 mAh Battery,Qualcomm 712 Processor,"16,999"
"Realme XT (Pearl Blue, 128 GB)",8 GB RAM | 128 GB ROM | Expandable Upto 256 GB,16.26 cm (6.4 inch) Display,64MP + 8MP + 2MP + 2MP Quad Camera | 16MP Front Camera,4000 mAh Battery,Qualcomm 712 Processor,"18,999"
"Realme XT (Pearl White, 64 GB)",4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,16.26 cm (6.4 inch) Display,64MP + 8MP + 2MP + 2MP Quad Camera | 16MP Front Camera,4000 mAh Battery,Qualcomm 712 Processor,"15,999"
"Realme XT (Pearl White, 128 GB)",8 GB RAM | 128 GB ROM | Expandable Upto 256 GB,16.26 cm (6.4 inch) Display,64MP + 8MP + 2MP + 2MP Quad Camera | 16MP Front Camera,4000 mAh Battery,Qualcomm 712 Processor,"18,999"
"Realme XT (Pearl Blue, 64 GB)",4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,16.26 cm (6.4 inch) Display,64MP + 8MP + 2MP + 2MP Quad Camera | 16MP Front Camera,4000 mAh Battery,Qualcomm 712 Processor,"15,999"
"Realme XT (Pearl White, 64 GB)",6 GB RAM | 64 GB ROM | Expandable Upto 256 GB,16.26 cm (6.4 inch) Display,64MP + 8MP + 2MP + 2MP Quad Camera | 16MP Front Camera,4000 mAh Battery,Qualcomm 712 Processor,"16,999"
"Realme 5 (Crystal Purple, 128 GB)",4 GB RAM | 128 GB ROM | Expandable Upto 256 GB,16.51 cm (6.5 inch) HD+ Display,12MP + 8MP + 2MP | 13MP Front Camera,5000 mAH Battery,Qualcomm Snapdragon 665 2 GHz Processor,"10,999"
"Realme 5 (Crystal Blue, 64 GB)",4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,16.51 cm (6.5 inch) HD+ Display,12MP + 8MP + 2MP + 2MP | 13MP Front Camera,5000 mAH Battery,Qualcomm Snapdragon 665 2 GHz Processor,"9,999"
"Realme 5 (Crystal Purple, 64 GB)",4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,16.51 cm (6.5 inch) HD+ Display,12MP + 8MP + 2MP + 2MP | 13MP Front Camera,5000 mAH Battery,Qualcomm Snapdragon 665 2 GHz Processor,"9,999"
"Realme 5 Pro (Sparkling Blue, 128 GB)",8 GB RAM | 128 GB ROM | Expandable Upto 256 GB,16.0 cm (6.3 inch) Full HD+ Display,48MP + 8MP + 2MP + 2MP Quad Camera | 16MP Front Camera,4035 mAh Battery,Qualcomm Snapdragon SDM712 Octa Core 2.3 GHz Processor,"16,999"
"Realme 5 Pro (Crystal Green, 64 GB)",6 GB RAM | 64 GB ROM | Expandable Upto 256 GB,16.0 cm (6.3 inch) Full HD+ Display,48MP + 8MP + 2MP + 2MP Quad Camera | 16MP Front Camera,4035 mAh Battery,Qualcomm Snapdragon SDM712 Octa Core 2.3 GHz Processor,"14,999"
"Realme 5 Pro (Sparkling Blue, 64 GB)",6 GB RAM | 64 GB ROM | Expandable Upto 256 GB,16.0 cm (6.3 inch) Full HD+ Display,48MP + 8MP + 2MP + 2MP Quad Camera | 16MP Front Camera,4035 mAh Battery,Qualcomm Snapdragon SDM712 Octa Core 2.3 GHz Processor,"14,999"
"Realme 5 Pro (Crystal Green, 128 GB)",8 GB RAM | 128 GB ROM | Expandable Upto 256 GB,16.0 cm (6.3 inch) Full HD+ Display,48MP + 8MP + 2MP + 2MP Quad Camera | 16MP Front Camera,4035 mAh Battery,Qualcomm Snapdragon SDM712 Octa Core 2.3 GHz Processor,"16,999"
"Realme 5 Pro (Crystal Green, 64 GB)",4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,16.0 cm (6.3 inch) Full HD+ Display,48MP + 8MP + 2MP + 2MP Quad Camera | 16MP Front Camera,4035 mAh Battery,Qualcomm Snapdragon SDM712 Octa Core 2.3 GHz Processor,"13,999"
"Realme 5 Pro (Sparkling Blue, 64 GB)",4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,16.0 cm (6.3 inch) Full HD+ Display,48MP + 8MP + 2MP + 2MP Quad Camera | 16MP Front Camera,4035 mAh Battery,Qualcomm Snapdragon SDM712 Octa Core 2.3 GHz Processor,"13,999"
"Realme 5 (Crystal Blue, 32 GB)",3 GB RAM | 32 GB ROM | Expandable Upto 256 GB,16.51 cm (6.5 inch) HD+ Display,12MP + 8MP + 2MP + 2MP | 13MP Front Camera,5000 mAH Battery,Qualcomm Snapdragon 665 2 GHz Processor,"8,999"
"Realme 5 (Crystal Purple, 32 GB)",3 GB RAM | 32 GB ROM | Expandable Upto 256 GB,16.51 cm (6.5 inch) HD+ Display,12MP + 8MP + 2MP | 13MP Front Camera,5000 mAH Battery,Qualcomm Snapdragon 665 2 GHz Processor,"8,999"
"Realme U1 (Brave Blue, 64 GB)",3 GB RAM | 64 GB ROM |,16.0 cm (6.3 inch) Display,13MP Rear Camera,3500 mAh Battery,1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase,"9,445"
"Realme C2 (Diamond Blue, 32 GB)",3 GB RAM | 32 GB ROM | Expandable Upto 256 GB,15.49 cm (6.1 inch) HD+ Display,13MP + 2MP | 5MP Front Camera,4000 mAh Battery,MediaTek P22 Octa Core 2.0 GHz Processor,"6,999"
"Realme C2 (Diamond Black, 32 GB)",3 GB RAM | 32 GB ROM | Expandable Upto 256 GB,15.49 cm (6.1 inch) HD+ Display,13MP + 2MP | 5MP Front Camera,4000 mAh Battery,MediaTek P22 Octa Core 2.0 GHz Processor,"6,999"
"Realme C2 (Diamond Black, 16 GB)",2 GB RAM | 16 GB ROM | Expandable Upto 256 GB,15.49 cm (6.1 inch) HD+ Display,13MP + 2MP | 5MP Front Camera,4000 mAh Battery,MediaTek P22 Octa Core 2.0 GHz Processor,"5,999"
"Realme 3 Pro (Lightning Purple, 64 GB)",4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,16.0 cm (6.3 inch) Full HD+ Display,16MP + 5MP | 25MP Front Camera,4045 mAh Battery,Qualcomm Snapdragon 710 Octa Core 2.2 GHz AIE Processor,"9,999"
"Realme 3 Pro (Lightning Purple, 128 GB)",6 GB RAM | 128 GB ROM | Expandable Upto 256 GB,16.0 cm (6.3 inch) Full HD+ Display,16MP + 5MP | 25MP Front Camera,4045 mAh Battery,Qualcomm Snapdragon 710 Octa Core 2.2 GHz AIE Processor,"12,999"
"Realme 3 Pro (Nitro Blue, 64 GB)",4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,16.0 cm (6.3 inch) Full HD+ Display,16MP + 5MP | 25MP Front Camera,4045 mAh Battery,Qualcomm Snapdragon 710 Octa Core 2.2 GHz AIE Processor,"9,999"
"Realme 3 Pro (Nitro Blue, 64 GB)",6 GB RAM | 64 GB ROM | Expandable Upto 256 GB,16.0 cm (6.3 inch) Full HD+ Display,16MP + 5MP | 25MP Front Camera,4045 mAh Battery,Qualcomm Snapdragon 710 Octa Core 2.2 GHz AIE Processor,"11,999"
"Realme 3 Pro (Lightning Purple, 64 GB)",6 GB RAM | 64 GB ROM | Expandable Upto 256 GB,16.0 cm (6.3 inch) Full HD+ Display,16MP + 5MP | 25MP Front Camera,4045 mAh Battery,Qualcomm Snapdragon 710 Octa Core 2.2 GHz AIE Processor,"11,999"
"Realme 3 Pro (Nitro Blue, 128 GB)",6 GB RAM | 128 GB ROM | Expandable Upto 256 GB,16.0 cm (6.3 inch) Full HD+ Display,16MP + 5MP | 25MP Front Camera,4045 mAh Battery,Qualcomm Snapdragon 710 Octa Core 2.2 GHz AIE Processor,"12,999"
"Realme 3 (Dynamic Black, 64 GB)",4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,15.8 cm (6.22 inch) HD+ Display,13MP + 2MP | 13MP Front Camera,4230 mAh Battery,MediaTek Helio P70 Octa Core 2.1 GHz AI Processor,"9,999"
"Realme 3 (Dynamic Black, 32 GB)",3 GB RAM | 32 GB ROM | Expandable Upto 256 GB,15.8 cm (6.22 inch) HD+ Display,13MP + 2MP | 13MP Front Camera,4230 mAh Battery,MediaTek Helio P70 Octa Core 2.1 GHz AI Processor,"7,999"
"Realme 3 (Radiant Blue, 32 GB)",3 GB RAM | 32 GB ROM | Expandable Upto 256 GB,15.8 cm (6.22 inch) HD+ Display,13MP + 2MP | 13MP Front Camera,4230 mAh Battery,MediaTek Helio P70 Octa Core 2.1 GHz AI Processor,"7,999"
"Realme 3 (Radiant Blue, 64 GB)",4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,15.8 cm (6.22 inch) HD+ Display,13MP + 2MP | 13MP Front Camera,4230 mAh Battery,MediaTek Helio P70 Octa Core 2.1 GHz AI Processor,"9,999"
"Realme U1 (Brave Blue, 64 GB)",4 GB RAM | 64 GB ROM |,16.0 cm (6.3 inch) Display,13MP Rear Camera,3500 mAh Battery,1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase,"10,399"
"Realme U1 (Ambitious Black, 64 GB)",4 GB RAM | 64 GB ROM |,16.0 cm (6.3 inch) Display,13MP Rear Camera,3500 mAh Battery,1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase,"10,150"
"Realme U1 (Fiery Gold, 64 GB)",4 GB RAM | 64 GB ROM |,16.0 cm (6.3 inch) Display,13MP Rear Camera,3500 mAh Battery,1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase,"10,990"
"Realme 1 (Moonlight Silver, 128 GB)",6 GB RAM | 128 GB ROM |,15.24 cm (6 inch) Display,13MP Rear Camera,3410 mAh Battery,1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase,"10,990"
"Realme 1 (Diamond Black, 128 GB)",6 GB RAM | 128 GB ROM |,15.24 cm (6 inch) Display,13MP Rear Camera,3410 mAh Battery,1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase,"10,999"
"Realme 1 (Diamond Red, 32 GB)",3 GB RAM | 32 GB ROM |,15.24 cm (6 inch) Display,13MP Rear Camera,3410 mAh Battery,1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase,"11,900"
"Realme 1 (Black, 64 GB)",4 GB RAM | 64 GB ROM |,15.24 cm (6 inch) Display,13MP Rear Camera,3410 mAh Battery,1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase,"10,990"
"Realme 1 (Moonlight Silver, 32 GB)",3 GB RAM | 32 GB ROM |,15.24 cm (6 inch) Display,13MP Rear Camera,3410 mAh Battery,1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase,"10,999"
"Realme 1 (Diamond Red, 64 GB)",4 GB RAM | 64 GB ROM |,15.24 cm (6 inch) Display,13MP Rear Camera,3410 mAh Battery,1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase,"10,299"
"Realme 1 (Diamond Black, 32 GB)",3 GB RAM | 32 GB ROM |,15.24 cm (6 inch) Display,13MP Rear Camera,3410 mAh Battery,1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase,"11,990"
"Realme 5s (Crystal Blue, 64 GB)",4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,16.51 cm (6.5 inch) HD+ Display,48MP + 8MP + 2MP + 2MP | 13MP Front Camera,5000 mAh Battery,Qualcomm Snapdragon 665 Processor,"9,999"
"Realme 5s (Crystal Purple, 128 GB)",4 GB RAM | 128 GB ROM | Expandable Upto 256 GB,16.51 cm (6.5 inch) HD+ Display,48MP + 8MP + 2MP + 2MP | 13MP Front Camera,5000 mAh Battery,Qualcomm Snapdragon 665 Processor,"10,999"
"Realme 5s (Crystal Red, 64 GB)",4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,16.51 cm (6.5 inch) HD+ Display,48MP + 8MP + 2MP + 2MP | 13MP Front Camera,5000 mAh Battery,Qualcomm Snapdragon 665 Processor,"9,999"
"Realme 5s (Crystal Red, 128 GB)",4 GB RAM | 128 GB ROM | Expandable Upto 256 GB,16.51 cm (6.5 inch) HD+ Display,48MP + 8MP + 2MP + 2MP | 13MP Front Camera,5000 mAh Battery,Qualcomm Snapdragon 665 Processor,"10,999"
"Realme X (Garlic, 128 GB)",8 GB RAM | 128 GB ROM |,16.59 cm (6.53 inch) Full HD+ Display,48MP + 5MP | 16MP Front Camera,3765 mAh Battery,Qualcomm Snapdragon 710 Octa Core 2.2 GHz AIE Processor,"19,999"
"Realme X (Onion, 128 GB)",8 GB RAM | 128 GB ROM |,16.59 cm (6.53 inch) Full HD+ Display,48MP + 5MP | 16MP Front Camera,3765 mAh Battery,Qualcomm Snapdragon 710 Octa Core 2.2 GHz AIE Processor,"19,999"
"Realme X (Super Polar White, 128 GB)",8 GB RAM | 128 GB ROM |,16.59 cm (6.53 inch) Full HD+ Display,48MP + 5MP | 16MP Front Camera,3765 mAh Battery,Qualcomm Snapdragon 710 Octa Core 2.2 GHz AIE Processor,"19,999"
"Realme 3i (Diamond Red, 32 GB)",3 GB RAM | 32 GB ROM | Expandable Upto 256 GB,15.8 cm (6.22 inch) HD+ Display,13MP + 2MP | 13MP Front Camera,4230 mAh Battery,MediaTek Helio P60 Octa Core 2.0 GHz Processor,"7,999"
"Realme U1 (Fiery Gold, 64 GB)",3 GB RAM | 64 GB ROM |,16.0 cm (6.3 inch) Display,13MP Rear Camera,3500 mAh Battery,1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase,"9,999"
"Realme C2 (Diamond Blue, 16 GB)",2 GB RAM | 16 GB ROM | Expandable Upto 256 GB,15.49 cm (6.1 inch) HD+ Display,13MP + 2MP | 5MP Front Camera,4000 mAh Battery,MediaTek P22 Octa Core 2.0 GHz Processor,"5,999"
"Realme 3 Pro (Carbon Grey, 128 GB)",6 GB RAM | 128 GB ROM | Expandable Upto 256 GB,16.0 cm (6.3 inch) Full HD+ Display,16MP + 5MP | 25MP Front Camera,4045 mAh Battery,Qualcomm Snapdragon 710 Octa Core 2.2 GHz AIE Processor,"12,999"
"Realme 3 Pro (Carbon Grey, 64 GB)",6 GB RAM | 64 GB ROM | Expandable Upto 256 GB,16.0 cm (6.3 inch) Full HD+ Display,16MP + 5MP | 25MP Front Camera,4045 mAh Battery,Qualcomm Snapdragon 710 Octa Core 2.2 GHz AIE Processor,"11,999"
"Realme 3 Pro (Carbon Grey, 64 GB)",4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,16.0 cm (6.3 inch) Full HD+ Display,16MP + 5MP | 25MP Front Camera,4045 mAh Battery,Qualcomm Snapdragon 710 Octa Core 2.2 GHz AIE Processor,"9,999"
"Realme 3 (Black, 32 GB)",3 GB RAM | 32 GB ROM | Expandable Upto 256 GB,15.8 cm (6.22 inch) HD+ Display,13MP + 2MP | 13MP Front Camera,4230 mAh Battery,MediaTek Helio P70 Octa Core 2.1 GHz AI Processor,"7,999"
"Realme 3 (Black, 64 GB)",4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,15.8 cm (6.22 inch) HD+ Display,13MP + 2MP | 13MP Front Camera,4230 mAh Battery,MediaTek Helio P70 Octa Core 2.1 GHz AI Processor,"9,999"
"Realme 1 (Silver, 64 GB)",4 GB RAM | 64 GB ROM |,15.24 cm (6 inch) Display,13MP Rear Camera,3410 mAh Battery,1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase,"10,990"
"Realme 1 (Red, Solar Red, 128 GB)",6 GB RAM | 128 GB ROM |,15.24 cm (6 inch) Display,13MP Rear Camera,3410 mAh Battery,1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase,"12,489"
"Realme C1 (Navy Blue, 32 GB)",3 GB RAM | 32 GB ROM | Expandable Upto 256 GB,15.75 cm (6.2 inch) HD+ Display,13MP + 2MP | 5MP Front Camera,4230 mAh Li-ion Battery,Qualcomm Snapdragon 450 Octa Core 1.8 GHz Processor,"8,499"
"Realme C1 (Navy Blue, 32 GB)",2 GB RAM | 32 GB ROM | Expandable Upto 256 GB,15.75 cm (6.2 inch) HD+ Display,13MP + 2MP | 5MP Front Camera,4230 mAh Li-ion Battery,Qualcomm Snapdragon 450 Octa Core 1.8 GHz Processor,"7,499"
"Realme U1 (Fiery Gold, 32 GB)",3 GB RAM | 32 GB ROM |,16.0 cm (6.3 inch) Display,13MP Rear Camera,3500 mAh Battery,1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase,"8,490"
"Realme C1 (Mirror Black, 16 GB)",2 GB RAM | 16 GB ROM | Expandable Upto 256 GB,15.75 cm (6.2 inch) HD+ Display,13MP + 2MP | 5MP Front Camera,4230 mAh Li-ion Battery,Qualcomm Snapdragon 450 Octa Core 1.8 GHz Processor,"6,999"
"Realme C1 (Navy Blue, 16 GB)",2 GB RAM | 16 GB ROM | Expandable Upto 256 GB,15.75 cm (6.2 inch) HD+ Display,13MP + 2MP | 5MP Front Camera,4230 mAh Li-ion Battery,Qualcomm Snapdragon 450 Octa Core 1.8 GHz Processor,"6,999"
"Realme 2 Pro (Ice Lake, 64 GB)",6 GB RAM | 64 GB ROM | Expandable Upto 256 GB,16.0 cm (6.3 inch) Full HD+ Display,16MP + 2MP | 16MP Front Camera,3500 mAh Li-ion Battery,Qualcomm Snapdragon 660 Octa Core 1.95GHz AIE Processor,"10,999"
"Realme 2 Pro (Blue Ocean, 64 GB)",4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,16.0 cm (6.3 inch) Full HD+ Display,16MP + 2MP | 16MP Front Camera,3500 mAh Li-ion Battery,Qualcomm Snapdragon 660 Octa Core 1.95GHz AIE Processor,"8,999"
"OPPO A9 2020 (Vanilla Mint, 128 GB)",8 GB RAM | 128 GB ROM |,16.56 cm (6.52 inch) HD Display,48MP + 8MP + 2MP + 2MP | 16MP Front Camera,5000 mAh Battery,Qualcomm SM6125 Processor,"18,490"
"OPPO A9 2020 (Vanilla Mint, 128 GB)",4 GB RAM | 128 GB ROM |,16.56 cm (6.52 inch) HD Display,48MP + 8MP + 2MP + 2MP | 16MP Front Camera,5000 mAh Battery,Qualcomm SM6125 Processor,"15,990"
"OPPO A9 2020 (Marine Green, 128 GB)",4 GB RAM | 128 GB ROM |,16.51 cm (6.5 inch) Display,48MP + 8MP + 2MP + 2MP | 16MP Front Camera,5000 mAh Battery,Qualcomm SM6125 Processor,"15,990"
"OPPO A9 2020 (Space Purple, 128 GB)",4 GB RAM | 128 GB ROM |,16.51 cm (6.5 inch) Display,48MP + 8MP + 2MP + 2MP | 16MP Front Camera,5000 mAh Battery,Qualcomm SM6125 Processor,"15,990"
"OPPO Reno2 F (Sky White, 128 GB)",8 GB RAM | 128 GB ROM |,16.51 cm (6.5 inch) Display,48MP + 8MP + 2MP + 2MP | 16MP Front Camera,4000 mAh Battery,MTK MT6771V(P70) 64bit Processor,"23,990"
"OPPO Reno2 F (Lake Green, 128 GB)",8 GB RAM | 128 GB ROM |,16.51 cm (6.5 inch) Display,48MP + 8MP + 2MP + 2MP | 16MP Front Camera,4000 mAh Battery,MTK MT6771V(P70) 64bit Processor,"23,990"
"OPPO A5 2020 (Dazzling White, 64 GB)",3 GB RAM | 64 GB ROM |,16.51 cm (6.5 inch) Display,12MP + 8MP + 2MP | 8MP Front Camera,5000 mAh Battery,Qualcomm SM6125 Processor,"11,990"
"OPPO A5 2020 (Mirror Black, 64 GB)",3 GB RAM | 64 GB ROM |,16.51 cm (6.5 inch) Display,12MP + 8MP + 2MP | 8MP Front Camera,5000 mAh Battery,Qualcomm SM6125 Processor,"11,990"
"OPPO K3 (Jade Black, 64 GB)",6 GB RAM | 64 GB ROM |,16.51 cm (6.5 inch) Display,16MP Rear Camera,3765 mAh Battery,12 Months,"20,999"
"OPPO A9 2020 (Marine Green, 128 GB)",8 GB RAM | 128 GB ROM |,16.51 cm (6.5 inch) Display,48MP + 8MP + 2MP + 2MP | 16MP Front Camera,5000 mAh Battery,Qualcomm SM6125 Processor,"18,490"
"OPPO A5 2020 (Mirror Black, 64 GB)",4 GB RAM | 64 GB ROM |,16.51 cm (6.5 inch) Display,12MP + 8MP + 2MP | 8MP Front Camera,5000 mAh Battery,Qualcomm SM6125 Processor,"13,990"
"OPPO A9 2020 (Space Purple, 128 GB)",8 GB RAM | 128 GB ROM |,16.51 cm (6.5 inch) Display,48MP + 8MP + 2MP + 2MP | 16MP Front Camera,5000 mAh Battery,Qualcomm SM6125 Processor,"18,490"
"OPPO A5 2020 (Dazzling White, 64 GB)",4 GB RAM | 64 GB ROM |,16.51 cm (6.5 inch) Display,12MP + 8MP + 2MP | 8MP Front Camera,5000 mAh Battery,Qualcomm SM6125 Processor,"13,990"
"OPPO Reno2 (Luminous Black, 256 GB)",8 GB RAM | 256 GB ROM | Expandable Upto 256 GB,16.51 cm (6.5 inch) Display,48MP + 8MP + 13MP + 2MP | 16MP Front Camera,4000 mAh Battery,Qualcomm Snapdragon 730G Processor,"36,990"
"OPPO Reno2 (Ocean Blue, 256 GB)",8 GB RAM | 256 GB ROM | Expandable Upto 256 GB,16.51 cm (6.5 inch) Display,48MP + 8MP + 13MP + 2MP | 16MP Front Camera,4000 mAh Battery,Qualcomm Snapdragon 730G Processor,"36,990"
"OPPO Reno2 Z (Sky White, 256 GB)",8 GB RAM | 256 GB ROM | Expandable Upto 256 GB,16.51 cm (6.5 inch) Display,48MP + 8MP + 2MP + 2MP | 16MP Front Camera,4000 mAh Battery,MediaTek Helio P90 SoC Processor,"25,990"
"OPPO Reno2 Z (Luminous Black, 256 GB)",8 GB RAM | 256 GB ROM | Expandable Upto 256 GB,16.51 cm (6.5 inch) Display,48MP + 8MP + 2MP + 2MP | 16MP Front Camera,4000 mAh Battery,MediaTek Helio P90 SoC Processor,"25,990"
"OPPO K3 (Aurora Blue, 64 GB)",6 GB RAM | 64 GB ROM |,16.51 cm (6.5 inch) Display,16MP Rear Camera,3765 mAh Battery,1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase,"19,279"
"OPPO K3 (Jade Black, 128 GB)",8 GB RAM | 128 GB ROM |,16.51 cm (6.5 inch) Display,16MP Rear Camera,3765 mAh Battery,1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase,"29,999"
"OPPO A9 (Marble Green, 128 GB)",4 GB RAM | 128 GB ROM | Expandable Upto 256 GB,16.59 cm (6.53 inch) Full HD+ Display,16MP + 2MP | 16MP Front Camera,4020 mAh Li-polymer Battery,MTK MT6771V (P70) Processor,"15,490"
"OPPO A9 (Fluorite Purple, 128 GB)",4 GB RAM | 128 GB ROM | Expandable Upto 256 GB,16.59 cm (6.53 inch) Full HD+ Display,16MP + 2MP | 16MP Front Camera,4020 mAh Li-polymer Battery,MTK MT6771V (P70) Processor,"15,490"
